ViewTime is Morning and WeekDayIndex is 16
Got 2031 ratings from 889 users on 69 Items.
Training: 1229, validation: 388, test: 414
Rating(user=320, product=1298, rating=3.2964489293497543)
Rating(user=928, product=1298, rating=3.15843439856566)
Rating(user=439, product=1298, rating=2.1806180064838014)
Rating(user=255, product=1342, rating=1.0523748696797044)
Rating(user=519, product=1342, rating=1.0613019661508007)
Rating(user=1064, product=1274, rating=2.4974297585454845)
Rating(user=864, product=1274, rating=2.8129738217737374)
Rating(user=693, product=1274, rating=1.7583644219372472)
Rating(user=234, product=1274, rating=0.7037895994485275)
Rating(user=712, product=1378, rating=3.550539681914927)
Rating(user=280, product=1378, rating=2.0876365055941415)
Rating(user=440, product=1050, rating=3.0103270289076995)
Rating(user=172, product=1050, rating=2.842847920401302)
Rating(user=488, product=1050, rating=2.7578742536946725)
Rating(user=708, product=1458, rating=3.395328772212117)
Rating(user=194, product=1458, rating=3.559667549773011)
Rating(user=970, product=1458, rating=3.266720008410492)
Rating(user=575, product=1458, rating=3.4617715998928427)
Rating(user=796, product=1194, rating=3.3929910616902195)
Rating(user=500, product=1194, rating=3.237161008425525)
Rating(user=626, product=1194, rating=2.3575073426240944)
Rating(user=722, product=1194, rating=2.9677456905494766)
Rating(user=994, product=1194, rating=2.2106769707272984)
Rating(user=570, product=1194, rating=3.0051940165311724)
Rating(user=1063, product=1194, rating=3.2206620488132716)
Rating(user=762, product=1402, rating=3.537691149673107)
Rating(user=114, product=1402, rating=3.7862725154119485)
Rating(user=692, product=1206, rating=3.458773127792484)
Rating(user=750, product=1206, rating=2.692195074957574)
Rating(user=422, product=1206, rating=3.145602920045523)
Rating(user=640, product=1238, rating=2.735767794388759)
Rating(user=640, product=1238, rating=2.735767794388759)
Rating(user=593, product=1238, rating=2.7297569250084934)
Rating(user=974, product=1338, rating=1.0440110965017824)
Rating(user=1006, product=1338, rating=0.6356667647620694)
Rating(user=546, product=1338, rating=0.9716809750545474)
Rating(user=494, product=1338, rating=0.9791277787791929)
Rating(user=394, product=1338, rating=0.9783971211903418)
Rating(user=191, product=1338, rating=0.8415941459918342)
Rating(user=1060, product=1446, rating=3.881744186533359)
Rating(user=756, product=1446, rating=1.2562529287562645)
Rating(user=533, product=1446, rating=3.6836281162952735)
Rating(user=589, product=1446, rating=4.394614136012187)
Rating(user=141, product=1446, rating=3.963065901805101)
Rating(user=505, product=1134, rating=1.9157650545361968)
Rating(user=566, product=1134, rating=2.3700037946575603)
Rating(user=642, product=1134, rating=2.1104985076900427)
Rating(user=674, product=1062, rating=2.678478025469065)
Rating(user=542, product=1062, rating=2.341314688856463)
Rating(user=1095, product=1062, rating=2.678478025469065)
Rating(user=1078, product=1114, rating=2.244853618768812)
Rating(user=662, product=1114, rating=2.518067998032156)
Rating(user=344, product=1110, rating=2.732412205580441)
Rating(user=596, product=1110, rating=2.767782083218902)
Rating(user=510, product=1110, rating=1.0424145605032273)
Rating(user=849, product=1263, rating=2.580419603765413)
Rating(user=397, product=1263, rating=2.7568547458155934)
Rating(user=1094, product=1263, rating=2.114945038093921)
Rating(user=1076, product=1223, rating=2.763176903346191)
Rating(user=509, product=1223, rating=2.5578367918056606)
Rating(user=143, product=1223, rating=2.4641987571317774)
Rating(user=304, product=1407, rating=3.0460039051175185)
Rating(user=618, product=1407, rating=3.5691462412897077)
Rating(user=344, product=1051, rating=2.5006136156763317)
Rating(user=128, product=1051, rating=2.353615219925194)
Rating(user=468, product=1051, rating=2.1533635627332264)
Rating(user=842, product=1051, rating=1.0714699885386172)
Rating(user=698, product=1051, rating=2.2402437499406034)
Rating(user=218, product=1051, rating=2.0444195452792338)
Rating(user=358, product=1051, rating=1.5332388334407763)
Rating(user=364, product=1451, rating=4.729558734834183)
Rating(user=438, product=1451, rating=3.6741850008299313)
Rating(user=714, product=1451, rating=4.17054688860523)
Rating(user=846, product=1127, rating=1.7057299459584891)
Rating(user=173, product=1239, rating=2.636499870569944)
Rating(user=1098, product=1239, rating=2.622560398508014)
Rating(user=212, product=1395, rating=3.746382244412878)
Rating(user=456, product=1395, rating=3.037920872833406)
Rating(user=1058, product=1395, rating=3.8128513467077685)
Rating(user=714, product=1395, rating=3.509381869777589)
Rating(user=924, product=1275, rating=2.719197547162564)
Rating(user=364, product=1275, rating=3.196701047263185)
Rating(user=724, product=1275, rating=2.3824606107795216)
Rating(user=861, product=1275, rating=2.740959498135111)
Rating(user=926, product=1275, rating=2.7024215842419803)
Rating(user=766, product=1275, rating=3.0272296380237154)
Rating(user=354, product=1275, rating=2.6895718319950843)
Rating(user=1031, product=1275, rating=2.881015835052705)
Rating(user=871, product=1275, rating=2.807641781852469)
Rating(user=328, product=1195, rating=3.0939472662680743)
Rating(user=648, product=1195, rating=2.710560400342386)
Rating(user=116, product=1195, rating=3.856836533325938)
Rating(user=240, product=1195, rating=3.4970500832316556)
Rating(user=633, product=1195, rating=1.3579249198492738)
Rating(user=186, product=1195, rating=3.444489591385647)
Rating(user=150, product=1195, rating=3.405480875081601)
Rating(user=594, product=1195, rating=2.1002874779175102)
Rating(user=347, product=1195, rating=4.656821238606395)
Rating(user=511, product=1195, rating=3.4163584527254254)
Rating(user=952, product=1087, rating=2.5738861384008764)
Rating(user=652, product=1479, rating=2.5028001320880526)
Rating(user=762, product=1479, rating=2.9200734651893754)
Rating(user=886, product=1479, rating=3.848289969352573)
Rating(user=564, product=1231, rating=2.3673860763943266)
Rating(user=900, product=1231, rating=2.9048645005243925)
Rating(user=1006, product=1231, rating=1.8778865766065174)
Rating(user=1063, product=1231, rating=2.695162984937983)
Rating(user=1084, product=1359, rating=0.9302662543580716)
Rating(user=968, product=1359, rating=0.2619042326562023)
Rating(user=1065, product=1359, rating=0.9378193959657504)
Rating(user=354, product=1359, rating=1.013423342824075)
Rating(user=1022, product=1359, rating=1.0276838400341144)
Rating(user=538, product=1359, rating=1.1544855035988177)
Rating(user=358, product=1359, rating=0.7218187157833993)
end predictions
(108, 1206, 4.0)
(114, 1402, 4.0)
(188, 1298, 3.0)
(191, 1338, 1.0)
(192, 1216, 4.0)
(194, 1458, 5.0)
(198, 1101, 3.0)
(200, 1493, 4.0)
(204, 1238, 3.0)
(204, 1157, 3.0)
(206, 1433, 5.0)
(212, 1395, 4.0)
(214, 1275, 3.0)
(218, 1051, 4.0)
(226, 1280, 3.0)
(227, 1433, 5.0)
(232, 1275, 3.0)
(234, 1274, 3.0)
(236, 1253, 3.0)
(238, 1413, 4.0)
(239, 1308, 3.0)
(240, 1195, 4.0)
(241, 1016, 2.0)
(242, 1396, 4.0)
(248, 1146, 2.0)
(255, 1342, 1.0)
(258, 1004, 1.0)
(260, 1451, 5.0)
(260, 1298, 3.0)
(263, 1051, 4.0)
(267, 1133, 3.0)
(268, 1105, 3.0)
(270, 1332, 1.0)
(274, 1420, 4.0)
(116, 1195, 4.0)
(125, 1428, 5.0)
(126, 1420, 4.0)
(128, 1051, 3.0)
(278, 1288, 3.0)
(280, 1444, 5.0)
(280, 1378, 4.0)
(284, 1161, 3.0)
(298, 1332, 1.0)
(300, 1275, 3.0)
(302, 1108, 3.0)
(304, 1407, 4.0)
(307, 1437, 5.0)
(310, 1216, 4.0)
(316, 1496, 5.0)
(319, 1110, 3.0)
(320, 1298, 3.0)
(322, 1004, 1.0)
(324, 1493, 2.0)
(325, 1132, 4.0)
(328, 1195, 4.0)
(329, 1493, 3.0)
(330, 1101, 3.0)
(330, 1420, 4.0)
(332, 1141, 1.0)
(339, 1444, 5.0)
(341, 1288, 3.0)
(344, 1051, 2.0)
(344, 1110, 3.0)
(347, 1195, 4.0)
(354, 1275, 3.0)
(354, 1359, 1.0)
(356, 1216, 4.0)
(357, 1212, 4.0)
(358, 1051, 1.0)
(358, 1359, 1.0)
(359, 1288, 3.0)
(360, 1051, 4.0)
(360, 1275, 3.0)
(364, 1451, 5.0)
(364, 1275, 3.0)
(375, 1129, 3.0)
(378, 1133, 3.0)
(380, 1101, 3.0)
(392, 1332, 1.0)
(394, 1338, 1.0)
(396, 1105, 3.0)
(397, 1263, 3.0)
(401, 1453, 5.0)
(408, 1148, 1.0)
(414, 1332, 1.0)
(414, 1256, 3.0)
(418, 1437, 5.0)
(419, 1470, 3.0)
(422, 1206, 4.0)
(425, 1441, 5.0)
(428, 1238, 3.0)
(430, 1245, 3.0)
(436, 1105, 3.0)
(436, 1280, 3.0)
(438, 1451, 5.0)
(439, 1298, 3.0)
(440, 1050, 5.0)
(447, 1332, 1.0)
(453, 1105, 3.0)
(454, 1359, 1.0)
(456, 1395, 4.0)
(468, 1051, 4.0)
(130, 1437, 5.0)
(132, 1133, 3.0)
(132, 1420, 4.0)
(134, 1253, 3.0)
(137, 1141, 1.0)
(140, 1054, 3.0)
(141, 1446, 5.0)
(143, 1223, 3.0)
(469, 1332, 1.0)
(470, 1470, 3.0)
(474, 1493, 1.0)
(478, 1132, 3.0)
(482, 1245, 3.0)
(482, 1141, 3.0)
(485, 1051, 5.0)
(488, 1050, 4.0)
(488, 1054, 1.0)
(492, 1378, 4.0)
(492, 1217, 4.0)
(493, 1274, 3.0)
(494, 1338, 1.0)
(498, 1110, 3.0)
(498, 1016, 5.0)
(498, 1132, 4.0)
(499, 1129, 1.0)
(500, 1194, 4.0)
(502, 1127, 4.0)
(502, 1396, 4.0)
(503, 1054, 5.0)
(504, 1493, 1.0)
(504, 1441, 5.0)
(505, 1134, 4.0)
(506, 1146, 5.0)
(508, 1133, 2.0)
(509, 1223, 3.0)
(510, 1110, 3.0)
(511, 1195, 4.0)
(512, 1108, 3.0)
(514, 1132, 1.0)
(514, 1256, 3.0)
(516, 1217, 4.0)
(516, 1280, 3.0)
(517, 1253, 3.0)
(518, 1051, 2.0)
(519, 1342, 1.0)
(528, 1245, 3.0)
(528, 1129, 3.0)
(529, 1453, 5.0)
(530, 1231, 3.0)
(533, 1446, 5.0)
(538, 1359, 1.0)
(542, 1062, 5.0)
(542, 1460, 5.0)
(546, 1256, 3.0)
(546, 1338, 1.0)
(553, 1433, 5.0)
(558, 1217, 4.0)
(559, 1256, 3.0)
(564, 1231, 3.0)
(565, 1332, 1.0)
(566, 1134, 5.0)
(570, 1146, 4.0)
(570, 1194, 4.0)
(574, 1141, 4.0)
(575, 1458, 5.0)
(580, 1298, 3.0)
(582, 1101, 3.0)
(584, 1428, 5.0)
(587, 1253, 3.0)
(589, 1446, 5.0)
(590, 1087, 3.0)
(590, 1437, 5.0)
(593, 1238, 3.0)
(594, 1195, 4.0)
(595, 1493, 2.0)
(596, 1110, 3.0)
(596, 1256, 3.0)
(602, 1308, 5.0)
(610, 1127, 1.0)
(612, 1444, 5.0)
(613, 1195, 4.0)
(617, 1395, 4.0)
(618, 1407, 4.0)
(618, 1470, 1.0)
(620, 1132, 4.0)
(622, 1413, 4.0)
(626, 1460, 5.0)
(626, 1194, 4.0)
(628, 1413, 4.0)
(628, 1332, 1.0)
(631, 1256, 3.0)
(633, 1195, 4.0)
(638, 1493, 3.0)
(640, 1238, 3.0)
(640, 1238, 3.0)
(641, 1051, 4.0)
(642, 1134, 5.0)
(643, 1453, 5.0)
(643, 1253, 3.0)
(644, 1206, 4.0)
(645, 1217, 4.0)
(648, 1195, 4.0)
(649, 1453, 5.0)
(652, 1396, 4.0)
(652, 1479, 1.0)
(654, 1194, 4.0)
(656, 1108, 3.0)
(656, 1458, 5.0)
(662, 1114, 3.0)
(672, 1441, 5.0)
(674, 1444, 5.0)
(674, 1062, 5.0)
(679, 1493, 5.0)
(684, 1133, 4.0)
(687, 1444, 5.0)
(688, 1101, 3.0)
(690, 1378, 4.0)
(692, 1206, 4.0)
(693, 1274, 3.0)
(695, 1470, 1.0)
(697, 1148, 4.0)
(698, 1051, 5.0)
(699, 1148, 3.0)
(707, 1332, 1.0)
(708, 1458, 5.0)
(712, 1378, 4.0)
(714, 1493, 5.0)
(714, 1395, 4.0)
(714, 1451, 5.0)
(717, 1413, 4.0)
(722, 1194, 4.0)
(724, 1275, 3.0)
(727, 1256, 3.0)
(728, 1062, 2.0)
(728, 1146, 1.0)
(732, 1441, 5.0)
(105, 1114, 3.0)
(144, 1338, 1.0)
(150, 1195, 4.0)
(152, 1288, 3.0)
(154, 1359, 1.0)
(155, 1132, 1.0)
(156, 1274, 3.0)
(159, 1444, 5.0)
(160, 1161, 3.0)
(167, 1444, 5.0)
(172, 1050, 1.0)
(173, 1239, 3.0)
(178, 1110, 3.0)
(179, 1263, 3.0)
(180, 1441, 5.0)
(180, 1253, 3.0)
(186, 1195, 4.0)
(734, 1493, 2.0)
(735, 1132, 1.0)
(736, 1493, 4.0)
(738, 1194, 4.0)
(747, 1441, 5.0)
(747, 1470, 5.0)
(749, 1437, 5.0)
(750, 1148, 3.0)
(750, 1206, 4.0)
(752, 1420, 4.0)
(756, 1446, 5.0)
(760, 1274, 3.0)
(762, 1402, 4.0)
(762, 1479, 4.0)
(766, 1444, 5.0)
(766, 1275, 3.0)
(776, 1133, 1.0)
(776, 1402, 4.0)
(776, 1110, 3.0)
(782, 1280, 3.0)
(787, 1460, 5.0)
(794, 1238, 3.0)
(796, 1194, 4.0)
(800, 1359, 1.0)
(801, 1146, 2.0)
(802, 1054, 2.0)
(812, 1342, 1.0)
(815, 1437, 5.0)
(815, 1496, 5.0)
(817, 1141, 4.0)
(817, 1496, 3.0)
(822, 1493, 2.0)
(828, 1332, 1.0)
(833, 1129, 2.0)
(839, 1420, 4.0)
(842, 1413, 4.0)
(842, 1051, 5.0)
(846, 1127, 2.0)
(846, 1428, 5.0)
(847, 1275, 3.0)
(849, 1263, 3.0)
(853, 1127, 3.0)
(854, 1453, 5.0)
(861, 1275, 3.0)
(864, 1274, 3.0)
(870, 1288, 3.0)
(871, 1275, 3.0)
(880, 1096, 3.0)
(885, 1101, 3.0)
(886, 1479, 5.0)
(892, 1453, 5.0)
(894, 1308, 2.0)
(900, 1231, 3.0)
(910, 1470, 4.0)
(912, 1359, 1.0)
(914, 1460, 5.0)
(918, 1105, 3.0)
(924, 1141, 3.0)
(924, 1275, 3.0)
(926, 1275, 3.0)
(928, 1298, 3.0)
(934, 1308, 2.0)
(935, 1212, 4.0)
(940, 1134, 1.0)
(940, 1441, 5.0)
(944, 1460, 5.0)
(946, 1446, 5.0)
(948, 1433, 5.0)
(950, 1157, 3.0)
(952, 1087, 3.0)
(957, 1437, 5.0)
(963, 1359, 1.0)
(964, 1148, 1.0)
(968, 1359, 1.0)
(970, 1105, 3.0)
(970, 1458, 5.0)
(974, 1105, 3.0)
(974, 1338, 1.0)
(976, 1338, 1.0)
(977, 1441, 5.0)
(980, 1016, 4.0)
(986, 1332, 1.0)
(987, 1444, 5.0)
(990, 1288, 3.0)
(990, 1444, 5.0)
(991, 1216, 4.0)
(992, 1239, 3.0)
(994, 1194, 4.0)
(998, 1470, 5.0)
(1001, 1141, 5.0)
(1006, 1157, 3.0)
(1006, 1231, 3.0)
(1006, 1338, 1.0)
(1009, 1493, 2.0)
(1010, 1444, 5.0)
(1015, 1359, 1.0)
(1017, 1096, 3.0)
(1021, 1479, 3.0)
(1022, 1496, 3.0)
(1022, 1359, 1.0)
(1026, 1453, 5.0)
(1027, 1148, 4.0)
(1029, 1129, 3.0)
(1031, 1275, 3.0)
(1032, 1054, 3.0)
(1033, 1359, 1.0)
(1038, 1453, 5.0)
(1048, 1051, 3.0)
(1049, 1216, 4.0)
(1054, 1433, 5.0)
(1058, 1395, 4.0)
(1060, 1446, 5.0)
(1062, 1395, 4.0)
(1063, 1231, 3.0)
(1063, 1194, 4.0)
(1064, 1274, 3.0)
(1065, 1359, 1.0)
(1065, 1054, 4.0)
(1066, 1004, 1.0)
(1069, 1253, 3.0)
(1076, 1223, 3.0)
(1077, 1157, 3.0)
(1078, 1114, 3.0)
(1080, 1263, 3.0)
(1084, 1359, 1.0)
(1086, 1413, 4.0)
(1089, 1298, 3.0)
(1090, 1133, 3.0)
(1091, 1212, 4.0)
(1094, 1263, 3.0)
(1095, 1062, 3.0)
(1098, 1239, 3.0)
(1100, 1101, 3.0)
(2.177963371411104, 3.0)
(3.655887104804904, 5.0)
(2.5907251276136107, 1.0)
(2.807641781852469, 3.0)
(3.395328772212117, 5.0)
(2.849938242304182, 3.0)
(3.3929910616902195, 4.0)
(4.092955501938801, 5.0)
(4.596776687476492, 5.0)
(2.5590456391926777, 3.0)
(3.3491652473810345, 2.0)
(0.5598987617487614, 3.0)
(2.33063913299626, 1.0)
(2.7330139356336223, 3.0)
(2.842847920401302, 1.0)
(0.3707608132143774, 1.0)
(2.735767794388759, 3.0)
(2.735767794388759, 3.0)
(2.735767794388759, 3.0)
(2.735767794388759, 3.0)
(3.4163584527254254, 4.0)
(3.774522068477217, 5.0)
(2.585444082115638, 3.0)
(2.732412205580441, 3.0)
(2.4043271933329846, 3.0)
(3.5428031847862793, 5.0)
(3.7652324913286983, 5.0)
(2.082240426808426, 2.0)
(2.9696325808586304, 4.0)
(2.6965872379113285, 5.0)
(3.1146851850127617, 4.0)
(2.7280975111486305, 2.0)
(2.881015835052705, 3.0)
(2.26875303229256, 3.0)
(2.3931614142760074, 4.0)
(4.300979690080118, 5.0)
(3.237161008425525, 4.0)
(3.5691462412897077, 4.0)
(1.5332388334407763, 1.0)
(2.45226647101084, 2.0)
(0.912966307182635, 1.0)
(2.862919858660632, 3.0)
(3.6741850008299313, 5.0)
(3.6836281162952735, 5.0)
(2.8657612397490597, 3.0)
(4.112031186746383, 5.0)
(2.3985317826276384, 3.0)
(3.405480875081601, 4.0)
(4.394614136012187, 5.0)
(3.444197289528269, 4.0)
(2.7024215842419803, 3.0)
(1.1544855035988177, 1.0)
(4.20538264394948, 5.0)
(3.15022379844455, 4.0)
(2.9587415627279614, 3.0)
(2.4887369217012494, 4.0)
(2.51938211119754, 3.0)
(3.0272296380237154, 3.0)
(2.9200734651893754, 4.0)
(2.6867577289771445, 1.0)
(2.543718330655037, 3.0)
(1.013423342824075, 1.0)
(2.31494428657362, 4.0)
(3.963065901805101, 5.0)
(2.622560398508014, 3.0)
(4.504055173580982, 5.0)
(2.150650830036573, 2.0)
(3.9208432987141735, 5.0)
(2.6994459140051634, 1.0)
(3.15431019865795, 4.0)
(2.679378517866087, 4.0)
(2.9132632824091034, 3.0)
(2.5578367918056606, 3.0)
(2.636499870569944, 3.0)
(1.7545912955898815, 1.0)
(3.19770017205482, 4.0)
(2.7568547458155934, 3.0)
(0.40909508972452613, 1.0)
(1.0440110965017824, 1.0)
(3.8730726944676657, 5.0)
(3.5260443803894725, 5.0)
(0.9791277787791929, 1.0)
(1.3579249198492738, 4.0)
(2.7312469416628447, 2.0)
(2.565170623124204, 1.0)
(2.678478025469065, 5.0)
(2.518067998032156, 3.0)
(0.9741351498600003, 1.0)
(2.941988131632523, 1.0)
(2.244853618768812, 3.0)
(0.6356667647620694, 1.0)
(2.1104985076900427, 5.0)
(0.9667502868935851, 1.0)
(2.5028001320880526, 1.0)
(2.798090690452293, 3.0)
(2.37186334870403, 3.0)
(1.0523748696797044, 1.0)
(2.9733467261879767, 4.0)
(2.5006136156763317, 2.0)
(1.4571443545072469, 4.0)
(2.6867577289771445, 3.0)
(3.316161641543801, 2.0)
(3.037920872833406, 4.0)
(2.678478025469065, 3.0)
(2.7484843854287124, 3.0)
(2.9048645005243925, 3.0)
(2.328198220514399, 3.0)
(3.4970500832316556, 4.0)
(2.710560400342386, 4.0)
(0.975359618655459, 3.0)
(2.7653824065081736, 3.0)
(3.8330872453821025, 5.0)
(1.0613019661508007, 1.0)
(2.277837789445792, 5.0)
(2.763176903346191, 3.0)
(2.3673860763943266, 3.0)
(2.353615219925194, 3.0)
(3.256828657947782, 5.0)
(2.3174094910360536, 5.0)
(3.334726834383714, 4.0)
(0.9302662543580716, 1.0)
(3.0939472662680743, 4.0)
(4.144210251058424, 5.0)
(4.500178065343783, 5.0)
(2.0876365055941415, 4.0)
(3.2964489293497543, 3.0)
(1.1381684816726971, 4.0)
(3.458773127792484, 4.0)
(3.706533085656529, 5.0)
(2.4974297585454845, 3.0)
(3.477142017163998, 5.0)
(2.723207667758933, 4.0)
(3.4569486477578257, 5.0)
(3.881744186533359, 5.0)
(3.1002473293037993, 4.0)
(2.8940210729436844, 1.0)
(3.15843439856566, 3.0)
(2.691139999466849, 3.0)
(2.9680377256200754, 1.0)
(2.767782083218902, 3.0)
(2.889768319288523, 3.0)
(3.550539681914927, 4.0)
(2.4914521792544604, 3.0)
(2.4473299279644194, 5.0)
(2.695162984937983, 3.0)
(1.3406691493234508, 3.0)
(2.8129738217737374, 3.0)
(4.656821238606395, 4.0)
(2.7578742536946725, 4.0)
(2.6737403470139927, 3.0)
(3.0103270289076995, 5.0)
(1.096982534846223, 1.0)
(3.173208008722484, 4.0)
(1.9520957365592633, 3.0)
(3.9781300579650773, 5.0)
(4.191971726795954, 5.0)
(1.2562529287562645, 5.0)
(2.7671186867655795, 5.0)
(3.1436940593282583, 4.0)
(2.4641987571317774, 3.0)
(1.7583644219372472, 3.0)
(1.0714699885386172, 5.0)
(3.509381869777589, 4.0)
(1.7057299459584891, 2.0)
(2.179305094266637, 4.0)
(3.848289969352573, 5.0)
(1.9157650545361968, 4.0)
(2.2402437499406034, 5.0)
(2.4191646353856124, 1.0)
(3.4918280285479475, 5.0)
(2.1002874779175102, 4.0)
(2.114945038093921, 3.0)
(3.0776231943421757, 3.0)
(1.8778865766065174, 3.0)
(3.4834725525185406, 4.0)
(4.444990317079789, 5.0)
(2.4858766041682046, 3.0)
(3.8128513467077685, 4.0)
(2.4130788595317676, 4.0)
(1.0276838400341144, 1.0)
(2.0454054686606034, 4.0)
(1.038686208345249, 1.0)
(3.444489591385647, 4.0)
(2.7297569250084934, 3.0)
(2.0444195452792338, 4.0)
(3.029916778277415, 3.0)
(2.030135168633983, 4.0)
(4.17054688860523, 5.0)
(2.6895718319950843, 3.0)
(3.376057678648235, 5.0)
(2.5274510387405646, 3.0)
(0.7218187157833993, 1.0)
(2.586025364145193, 3.0)
(3.8918250476794767, 5.0)
(2.3759083758159156, 3.0)
(2.580419603765413, 3.0)
(2.2108751193319796, 3.0)
(3.537691149673107, 4.0)
(2.2791040293748406, 5.0)
(3.266720008410492, 5.0)
(2.341314688856463, 5.0)
(0.7037895994485275, 3.0)
(2.7069789073387325, 3.0)
(1.6521611666057952, 3.0)
(2.996968397831942, 4.0)
(2.2106769707272984, 4.0)
(3.6694304705795227, 5.0)
(2.7129588775932105, 3.0)
(1.0424145605032273, 3.0)
(2.9677456905494766, 4.0)
(2.8258039341027543, 3.0)
(3.734395673157818, 5.0)
(0.9783971211903418, 1.0)
(2.692195074957574, 4.0)
(2.812471851305421, 4.0)
(2.3700037946575603, 5.0)
(2.5307267400165685, 3.0)
(3.0051940165311724, 4.0)
(0.8693979673299065, 1.0)
(3.7862725154119485, 4.0)
(2.740959498135111, 3.0)
(0.7188002029616776, 5.0)
(0.8297081834224613, 5.0)
(0.9716809750545474, 1.0)
(0.9378193959657504, 1.0)
(3.559667549773011, 5.0)
(2.4861606974029193, 4.0)
(4.712955626435982, 5.0)
(3.145602920045523, 4.0)
(2.0945174485253855, 2.0)
(2.3575073426240944, 4.0)
(2.4064087796192934, 3.0)
(2.719197547162564, 3.0)
(3.757261032096008, 4.0)
(0.9049049883405891, 3.0)
(3.734373335544793, 5.0)
(4.729558734834183, 5.0)
(2.430663369061248, 5.0)
(2.1806180064838014, 3.0)
(3.0460039051175185, 4.0)
(1.8279492428251287, 3.0)
(3.2206620488132716, 4.0)
(3.856836533325938, 4.0)
(2.343818108141968, 2.0)
(1.2111853011868599, 2.0)
(3.746382244412878, 4.0)
(2.3824606107795216, 3.0)
(1.0422898870290753, 3.0)
(3.196701047263185, 3.0)
(2.472934046753871, 3.0)
(2.5738861384008764, 3.0)
(0.8415941459918342, 1.0)
(3.0101500721133987, 4.0)
(3.100384840168451, 4.0)
(2.1533635627332264, 4.0)
(2.3064969994132696, 3.0)
(0.8222820284979431, 4.0)
(3.6859448966090693, 5.0)
(3.4617715998928427, 5.0)
(0.6660862982089071, 3.0)
(0.2619042326562023, 1.0)
(2.885493133784807, 3.0)
(2.7341643370351942, 4.0)
(1.640074436828011, 3.0)
(2.371263180670581, 3.0)
RMSE (validation) = 1.042483 for the model trained with rank = 20, lambda = 0.5, and numIter = 20.
begin predictions
Rating(user=964, product=1148, rating=2.239198186970378)
Rating(user=697, product=1148, rating=0.7117581884866594)
Rating(user=750, product=1148, rating=2.751916418463277)
Rating(user=1027, product=1148, rating=2.025660910101118)
Rating(user=699, product=1148, rating=2.902092939280596)
Rating(user=192, product=1216, rating=3.6774072909663507)
Rating(user=356, product=1216, rating=3.454040652824201)
Rating(user=1049, product=1216, rating=3.9093096557853952)
Rating(user=310, product=1216, rating=3.7415433659974298)
Rating(user=241, product=1016, rating=3.90893520037304)
Rating(user=280, product=1444, rating=2.649980243588132)
Rating(user=990, product=1444, rating=4.673608485492988)
Rating(user=766, product=1444, rating=4.938021532768139)
Rating(user=674, product=1444, rating=4.378945536791477)
Rating(user=339, product=1444, rating=4.509262277823858)
Rating(user=687, product=1444, rating=5.090804512737094)
